@relation trainingScaled

@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute label {1,-1}

@data
0,0.27243,0.08095,0,0.31756,0.055072,0.04918,0.44697,0.07686,0.12222,0.61198,0.11925,0.19847,0.67065,0.12341,0.26944,0.6159,0.13449,0.32983,0.56641,0.14566,0.38487,0.55363,0.1847,0.45358,0.48701,0.18445,1
0.1875,0.12049,0.00484,0.2,0.15012,0.008688,0.22131,0.19051,0.016311,0.23333,0.26181,0.032104,0.20611,0.28874,0.026334,0.17778,0.34848,0.079985,0.16176,0.37026,0.15302,0.17599,0.33488,0.12797,0.18435,0.26329,0.13739,-1
0,0.29318,0.094342,0.05,0.34552,0.064791,0.057377,0.37868,0.061506,0.072222,0.4295,0.085337,0.080153,0.44504,0.081277,0.097222,0.41835,0.072995,0.10714,0.35442,0.057339,0.10855,0.29023,0.04448,0.10477,0.22382,0.036577,-1
0,0.27806,0.014737,0.05,0.32747,0.02098,0.12295,0.33577,0.02727,0.16111,0.34701,0.033241,0.16412,0.36628,0.03293,0.16111,0.40951,0.055638,0.16387,0.435,0.077957,0.17434,0.42933,0.080317,0.19363,0.39257,0.094495,-1
0.35417,0.84447,0.23216,0.5,0.92673,0.43827,0.59016,0.94073,0.55383,0.62222,0.95375,0.67907,0.61069,0.87593,0.66805,0.61667,0.79194,0.69065,0.62395,0.7246,0.63432,0.60855,0.74252,0.61178,0.58223,0.72276,0.68573,-1
0.25,0.48221,0.17838,0.3875,0.51077,0.18761,0.4918,0.5098,0.22499,0.53889,0.53188,0.24255,0.56107,0.53148,0.21455,0.55833,0.51597,0.19538,0.52521,0.46761,0.16683,0.50329,0.41965,0.1479,0.48939,0.37367,0.16211,-1
0.22917,0.59725,0.22467,0.275,0.58048,0.25591,0.29508,0.55349,0.28929,0.28889,0.55198,0.30322,0.26718,0.59349,0.29378,0.26667,0.74995,0.46545,0.28571,0.78561,0.5136,0.30263,0.69835,0.41292,0.30769,0.72609,0.47002,-1
0.29167,0.57149,0.22479,0.35,0.65366,0.19094,0.31967,0.64195,0.23951,0.27778,0.75433,0.23594,0.22519,0.80121,0.24548,0.24167,0.76757,0.27376,0.2416,0.69044,0.26033,0.21875,0.70128,0.24962,0.20159,0.65207,0.2664,-1
0,0.17324,0.00951,0.0125,0.19681,0.008157,0.02459,0.21016,0.013525,0.022222,0.24017,0.013577,0.015267,0.31381,0.029871,0.016667,0.36886,0.050997,0.018908,0.34519,0.044704,0.021382,0.29872,0.033136,0.033156,0.26051,0.030667,-1
0.625,0.21823,0.050379,0.7,0.25118,0.036725,0.83607,0.29144,0.052498,0.92222,0.30554,0.054686,0.9313,0.28494,0.045555,0.93889,0.2618,0.042757,0.92857,0.19736,0.031826,0.91447,0.095184,0.022058,0.90186,0.009304,0.01436,1
0.66667,0.44073,0.18728,0.75,0.54328,0.19184,0.86885,0.56123,0.23414,0.91111,0.586,0.25453,0.91603,0.56566,0.23736,0.92778,0.53545,0.23773,0.91597,0.48204,0.2147,0.88816,0.41532,0.18404,0.87268,0.3338,0.17579,1
0.41667,0.22963,0.022928,0.675,0.26517,0.01927,0.86885,0.25916,0.025913,0.96667,0.29293,0.034183,0.96947,0.31148,0.04652,0.95556,0.30997,0.061048,0.92437,0.2536,0.05799,0.90461,0.18163,0.052909,0.89125,0.12006,0.054415,1
0.041667,0.25718,0.029445,0.05,0.31636,0.037604,0.11475,0.40211,0.066885,0.18889,0.46953,0.085429,0.22137,0.46351,0.069197,0.23889,0.47494,0.069005,0.26471,0.46764,0.069632,0.27961,0.43138,0.068885,0.26525,0.38809,0.067869,1
0.083333,0.43168,0.14613,0.275,0.54595,0.14765,0.37705,0.51702,0.16432,0.52222,0.51834,0.17788,0.58779,0.50682,0.16447,0.60556,0.50082,0.15562,0.59664,0.45893,0.13264,0.57566,0.43266,0.11746,0.57825,0.38659,0.12595,1
0,0.11178,0.030666,0,0.17381,0.027108,0,0.20737,0.02838,0,0.26425,0.031531,0.015267,0.29725,0.036929,0.036111,0.35624,0.059988,0.056723,0.40626,0.10395,0.070724,0.43251,0.12578,0.084881,0.40615,0.12121,-1
0.52083,0.081898,0.17871,0.5875,0.26654,0.3613,0.59016,0.57505,0.57113,0.52778,0.81653,0.64999,0.48092,0.86683,0.58348,0.46667,0.83433,0.53361,0.45588,0.77691,0.50639,0.45724,0.76128,0.49764,0.45756,0.69137,0.56183,-1
0.020833,0.14585,0.01293,0.0125,0.15301,0.010565,0.016393,0.16754,0.012298,0.055556,0.2269,0.018791,0.087786,0.29229,0.03525,0.11111,0.33871,0.064625,0.13655,0.31848,0.062951,0.15132,0.26668,0.049482,0.14324,0.24381,0.055236,-1
0.0625,0.24295,0.050945,0.1375,0.26748,0.038558,0.13115,0.35883,0.11136,0.1,0.52217,0.22525,0.12214,0.57397,0.20561,0.16389,0.58082,0.19629,0.18908,0.55963,0.1899,0.19079,0.57608,0.19827,0.19629,0.58777,0.22634,-1
0.29167,0.49767,0.126,0.4,0.59897,0.083122,0.44262,0.58886,0.12098,0.42222,0.66183,0.12553,0.35115,0.65637,0.11592,0.28889,0.61587,0.12599,0.26471,0.57302,0.11734,0.27303,0.55592,0.12014,0.27586,0.51358,0.14994,1
0,0.18688,0.036315,0,0.24612,0.029478,0.016393,0.31403,0.054124,0.044444,0.45227,0.072967,0.045802,0.57035,0.10902,0.063889,0.6011,0.10081,0.10294,0.5588,0.081509,0.14309,0.52036,0.083792,0.18435,0.43862,0.099538,-1
0.54167,0.14424,0.015496,0.675,0.19929,0.019957,0.86885,0.2644,0.035612,0.96667,0.27993,0.038689,0.98473,0.26897,0.039305,0.99444,0.26547,0.040883,0.98739,0.2172,0.038436,0.97368,0.1457,0.03528,0.95225,0.069848,0.032785,1
0,0.16452,0.044616,0,0.29564,0.080931,0.04918,0.39275,0.13108,0.10556,0.46167,0.15802,0.14504,0.51489,0.16753,0.18333,0.52121,0.19014,0.20588,0.49693,0.1861,0.22862,0.46993,0.17696,0.24403,0.40914,0.18267,1
0.41667,0.4558,0.13641,0.5,0.50475,0.14665,0.4918,0.62536,0.21295,0.44444,0.66903,0.24074,0.37405,0.65482,0.22307,0.31389,0.62519,0.22437,0.26471,0.58464,0.20878,0.24342,0.54783,0.20156,0.2321,0.45677,0.20684,1
0.5,0.36324,0.11116,0.65,0.41772,0.10882,0.81967,0.44132,0.12755,0.86667,0.5103,0.14319,0.83206,0.52449,0.13904,0.81111,0.52747,0.13887,0.80672,0.46729,0.12413,0.80592,0.4182,0.11523,0.80106,0.36049,0.13406,1
0.25,0.42716,0.092562,0.475,0.53399,0.070129,0.60656,0.533,0.10696,0.66667,0.5829,0.12651,0.67176,0.56942,0.1115,0.67222,0.52237,0.11171,0.67647,0.48498,0.10955,0.68092,0.41822,0.076471,0.67109,0.39929,0.12368,1
0.5,0.35684,0.11614,0.575,0.43822,0.12955,0.63934,0.50178,0.15916,0.65556,0.54852,0.17046,0.65649,0.53671,0.16382,0.66667,0.52073,0.16516,0.65966,0.46719,0.14878,0.65132,0.40211,0.13209,0.6313,0.33422,0.1357,1
0.58333,0.19159,0.035072,0.725,0.27731,0.039623,0.90164,0.29928,0.050461,0.97778,0.29718,0.049946,0.98473,0.28735,0.049829,0.97222,0.26599,0.049319,0.96639,0.19863,0.038568,0.94079,0.10093,0.024581,0.91247,0.011198,0.013781,1
0,0.18473,0.022259,0,0.27029,0.05655,0.016393,0.36002,0.063646,0.044444,0.42448,0.070122,0.080153,0.42779,0.069791,0.094444,0.43371,0.0767,0.096639,0.43881,0.081532,0.10197,0.48036,0.09677,0.13528,0.54199,0.18669,-1
0.54167,0.19652,0.03824,0.725,0.28787,0.042048,0.88525,0.3055,0.048249,0.96667,0.29205,0.048961,0.96947,0.28271,0.048362,0.96111,0.26566,0.047774,0.95798,0.1994,0.038031,0.94079,0.10176,0.024327,0.91247,0.01217,0.013383,1
0,0.22881,0.005326,0.025,0.32762,0.012649,0.13115,0.40804,0.028922,0.17222,0.4459,0.053407,0.14122,0.57368,0.16462,0.13889,0.65169,0.2043,0.15966,0.61379,0.17093,0.14967,0.56058,0.15367,0.13395,0.55221,0.16397,-1
0.125,0.44443,0.11198,0.125,0.64417,0.15008,0.15574,0.67523,0.22989,0.16667,0.72308,0.25371,0.16794,0.69706,0.24095,0.14444,0.66316,0.2278,0.16176,0.66704,0.28268,0.17763,0.6123,0.22523,0.187,0.52713,0.22634,-1
0.083333,0.45905,0.10144,0.225,0.48525,0.10614,0.29508,0.55808,0.11805,0.32222,0.62527,0.15286,0.33588,0.66457,0.15125,0.34444,0.70289,0.19095,0.37395,0.70622,0.21475,0.38487,0.70494,0.19306,0.38196,0.65125,0.21313,1
0.20833,0.3982,0.077269,0.15,0.52235,0.094421,0.18852,0.56057,0.12073,0.22222,0.59914,0.12166,0.24046,0.61472,0.11276,0.24167,0.62648,0.13385,0.23739,0.59681,0.14115,0.24178,0.56723,0.13674,0.24271,0.4876,0.14485,-1
0.020833,0.1312,0.004864,0.025,0.21488,0.02536,0.040984,0.28907,0.040326,0.044444,0.3385,0.044631,0.041985,0.42231,0.06149,0.055556,0.4964,0.1085,0.088235,0.50395,0.10423,0.14145,0.46941,0.086161,0.18037,0.41744,0.092644,-1
0.125,0.10899,0.009368,0.175,0.15004,0.009875,0.21311,0.18418,0.011023,0.18889,0.23092,0.013526,0.14504,0.27248,0.021736,0.11389,0.28281,0.024846,0.094538,0.26747,0.019985,0.080592,0.23999,0.021302,0.078249,0.20737,0.02458,-1
0.29167,0.35434,0.063732,0.525,0.40722,0.064515,0.60656,0.39803,0.063409,0.6,0.45496,0.087862,0.58015,0.46889,0.074998,0.56111,0.45459,0.093759,0.53782,0.42094,0.091549,0.52632,0.38019,0.078347,0.51724,0.32127,0.079456,1
0,0.32764,0.0796,0,0.36431,0.071878,0.04918,0.37548,0.073468,0.1,0.43686,0.085849,0.17557,0.47098,0.086138,0.26111,0.48155,0.094234,0.33193,0.4336,0.086387,0.37829,0.36697,0.078827,0.39788,0.30957,0.081548,-1
0,0.16669,0.010412,0,0.19406,0.008957,0.016393,0.22175,0.010153,0.033333,0.28024,0.018532,0.045802,0.35073,0.036901,0.052778,0.37577,0.064428,0.060924,0.37804,0.06477,0.078947,0.36683,0.068652,0.094164,0.35188,0.085169,-1
0.0625,0.43629,0.07784,0.1375,0.59248,0.093373,0.29508,0.65417,0.098644,0.38889,0.70921,0.14906,0.3855,0.78566,0.18831,0.39167,0.78465,0.24816,0.39286,0.74477,0.20032,0.38651,0.72674,0.21285,0.37798,0.68496,0.22879,-1
0.29167,0.4257,0.2054,0.325,0.55146,0.1276,0.31967,0.60556,0.15339,0.3,0.80288,0.2146,0.29389,0.87887,0.2113,0.30833,0.84878,0.21944,0.30672,0.88655,0.24401,0.31414,0.99501,0.29439,0.32361,0.95668,0.34603,-1
0.5,0.1788,0.011563,0.4875,0.33908,0.082318,0.45902,0.51693,0.17598,0.38889,0.64974,0.19869,0.33588,0.70376,0.18921,0.3,0.69559,0.17827,0.28782,0.66841,0.15507,0.27961,0.69458,0.1448,0.27851,0.67594,0.16092,-1
0.3125,0.30153,0.067074,0.3375,0.39379,0.062971,0.33607,0.46721,0.11623,0.32778,0.58119,0.13343,0.32443,0.67591,0.1938,0.34167,0.6455,0.16635,0.32143,0.66521,0.22652,0.31908,0.74565,0.28071,0.3382,0.69554,0.28612,-1
0,0.1911,0.013483,0,0.33047,0.028809,0.040984,0.44108,0.04617,0.1,0.5235,0.082463,0.15267,0.58707,0.081887,0.19444,0.58874,0.085358,0.21008,0.54573,0.08322,0.22533,0.55698,0.090785,0.23077,0.56432,0.11452,-1
0,0.1965,0.013606,0,0.27702,0.025252,0.016393,0.34275,0.055746,0.05,0.38836,0.056387,0.072519,0.40676,0.052754,0.075,0.40137,0.054691,0.07563,0.3574,0.052383,0.077303,0.31316,0.049559,0.090186,0.27706,0.05697,-1
0,0.13023,0.003322,0,0.16071,0.00778,0,0.18452,0.017715,0,0.23355,0.024437,0.022901,0.27927,0.027445,0.047222,0.30669,0.033222,0.058824,0.29206,0.030905,0.064145,0.24295,0.024764,0.057029,0.18489,0.020935,-1
0.1875,0.35553,0.084733,0.1875,0.52424,0.11176,0.31967,0.53571,0.12212,0.3,0.54236,0.13286,0.23282,0.57562,0.13185,0.20833,0.57388,0.15155,0.21218,0.52607,0.13315,0.22697,0.48789,0.11827,0.22812,0.44128,0.1156,-1
0.41667,0.26678,0.061541,0.425,0.36169,0.048334,0.34426,0.44882,0.072902,0.32222,0.54126,0.11667,0.35878,0.57557,0.12971,0.42222,0.54938,0.11808,0.44118,0.51277,0.10834,0.41776,0.48337,0.10297,0.37666,0.42375,0.11346,1
0.10417,0.20016,0.024111,0.15,0.27574,0.053004,0.12295,0.36415,0.075221,0.1,0.44386,0.081075,0.17939,0.45933,0.08309,0.23333,0.43431,0.098767,0.2458,0.38217,0.089234,0.25,0.35946,0.077797,0.24536,0.31637,0.077528,-1
0.39583,0.30398,0.1018,0.4,0.4217,0.1124,0.40984,0.41819,0.10083,0.37778,0.44403,0.093047,0.33588,0.47085,0.098878,0.31111,0.44661,0.090126,0.28992,0.37181,0.072348,0.27138,0.29457,0.059455,0.25995,0.21444,0.046872,-1
0.041667,0.21888,0.059685,0.0875,0.41303,0.167,0.17213,0.52745,0.2329,0.18889,0.64654,0.27513,0.19084,0.66048,0.25682,0.18333,0.61868,0.24704,0.17017,0.56577,0.20613,0.1727,0.53592,0.18332,0.18037,0.46014,0.19185,-1
0.16667,0.35491,0.021377,0.2375,0.42881,0.041926,0.2623,0.47862,0.088561,0.28889,0.53753,0.11372,0.30534,0.55643,0.11063,0.325,0.56219,0.12563,0.32563,0.54116,0.12523,0.31579,0.50339,0.12114,0.2878,0.47335,0.13242,-1
0,0.36711,0.019284,0.1,0.35345,0.052641,0.2377,0.34373,0.073725,0.34444,0.35599,0.085807,0.39313,0.35337,0.084141,0.38056,0.3492,0.087796,0.36765,0.32088,0.083482,0.35691,0.26911,0.073115,0.33554,0.20831,0.067514,-1
0.52083,0.044403,0.023786,0.5875,0.16737,0.19715,0.61475,0.37489,0.57154,0.6,0.61688,1,0.61069,0.68105,0.8487,0.61944,0.70241,0.83961,0.62185,0.69484,0.79984,0.60691,0.69335,0.6658,0.59284,0.65324,0.74555,-1
0.58333,0.17816,0.033146,0.7,0.23434,0.042693,0.90164,0.2891,0.062504,0.98889,0.2982,0.057076,1,0.28187,0.050592,1,0.25955,0.046843,0.9958,0.19058,0.035203,0.99342,0.086694,0.022662,0.98939,0.001446,0.012038,1
0.58333,0.28826,0.11615,0.775,0.34089,0.11164,0.91803,0.35869,0.1219,0.98889,0.38131,0.12525,0.98473,0.38964,0.12417,0.98889,0.3924,0.13947,0.95798,0.36649,0.13387,0.91776,0.33427,0.13079,0.87798,0.29274,0.14398,1
0.70833,0.29359,0.047162,0.825,0.30105,0.039676,0.90164,0.33004,0.042956,0.85556,0.35144,0.043481,0.78626,0.38733,0.072113,0.73333,0.43414,0.11663,0.70168,0.41499,0.11422,0.70066,0.38507,0.11151,0.687,0.34719,0.13271,1
0.41667,0.3923,0.16475,0.475,0.50929,0.12003,0.44262,0.60743,0.12912,0.41111,0.57984,0.15263,0.40458,0.58305,0.15379,0.38889,0.58077,0.16604,0.34874,0.56463,0.19052,0.32566,0.55893,0.20309,0.30769,0.49787,0.22416,1
0,0.12436,0.013153,0,0.1698,0.03444,0,0.24546,0.046457,0,0.36261,0.10371,0.015267,0.45957,0.14586,0.044444,0.46601,0.12756,0.073529,0.42819,0.1044,0.080592,0.39887,0.091812,0.088859,0.35825,0.094147,-1
0.54167,0.31015,0.050492,0.75,0.37523,0.047599,0.83607,0.41734,0.078538,0.82222,0.47148,0.10583,0.77099,0.48385,0.11496,0.72778,0.46715,0.11369,0.68487,0.42084,0.10209,0.65789,0.3932,0.096066,0.64721,0.34929,0.10629,1
0.625,0.36442,0.12583,0.75,0.46046,0.13267,0.88525,0.47763,0.175,0.93333,0.54633,0.20205,0.9084,0.58411,0.24455,0.88889,0.59878,0.29746,0.86975,0.58063,0.29477,0.83882,0.55803,0.28885,0.79576,0.5169,0.30654,1
0.25,0.36985,0.10165,0.3,0.42123,0.085034,0.27869,0.46306,0.091261,0.27778,0.53986,0.10389,0.31298,0.54227,0.089717,0.33889,0.50316,0.096946,0.33193,0.46886,0.094852,0.29276,0.45248,0.097739,0.28912,0.40172,0.085104,1
0.25,0.36782,0.061426,0.35,0.44109,0.064154,0.54098,0.4617,0.085045,0.65556,0.45818,0.10683,0.62595,0.45704,0.11454,0.60556,0.4549,0.12111,0.58824,0.42118,0.12341,0.59539,0.39562,0.14195,0.60212,0.37428,0.19064,1
0,0.27778,0.083901,0.025,0.36816,0.064106,0.11475,0.37685,0.06276,0.13333,0.40438,0.060207,0.10687,0.42454,0.056396,0.1,0.43924,0.060488,0.096639,0.40091,0.051131,0.095395,0.37006,0.052717,0.087533,0.34472,0.061087,-1
0.125,0.52648,0.13304,0.4,0.60755,0.13729,0.62295,0.58703,0.15312,0.72222,0.55577,0.16466,0.71756,0.52679,0.15429,0.7,0.48841,0.1538,0.68908,0.43959,0.13714,0.67434,0.40485,0.13141,0.65385,0.37979,0.14244,1
0,0.32028,0.070607,0.025,0.30405,0.076014,0.04918,0.35874,0.084671,0.11111,0.44598,0.086012,0.16031,0.48617,0.085973,0.16111,0.49243,0.098297,0.15126,0.45315,0.10061,0.15296,0.40937,0.09451,0.16844,0.34232,0.10146,1
0.083333,0.4624,0.15725,0.175,0.5165,0.087525,0.2623,0.51941,0.097414,0.28889,0.56383,0.1024,0.29771,0.59069,0.10104,0.30556,0.5758,0.10704,0.31092,0.51919,0.096477,0.29276,0.48389,0.086537,0.28117,0.45023,0.086648,1
0,0.25701,0.034555,0,0.37604,0.061864,0.04918,0.42444,0.085053,0.12222,0.45509,0.10665,0.15267,0.46298,0.11159,0.18889,0.46395,0.12253,0.22479,0.4363,0.12201,0.24671,0.40838,0.12579,0.2626,0.36283,0.14302,1
0,0.32791,0.059949,0.175,0.50775,0.20675,0.29508,0.48484,0.16961,0.33333,0.50193,0.19166,0.30534,0.57218,0.23717,0.27778,0.56004,0.25076,0.2605,0.51731,0.22768,0.24836,0.47309,0.20064,0.22546,0.41072,0.2095,1
0.27083,0.52787,0.13411,0.2875,0.54081,0.16814,0.31148,0.52175,0.22229,0.3,0.54774,0.23899,0.28244,0.54667,0.22502,0.26944,0.53084,0.21969,0.26261,0.48309,0.1983,0.25164,0.42498,0.17809,0.24271,0.3631,0.17924,-1
0.35417,0.49287,0.34048,0.4,0.48883,0.3057,0.40984,0.47664,0.33294,0.38889,0.53175,0.31879,0.35115,0.56629,0.27563,0.31944,0.56148,0.28096,0.29622,0.60697,0.29408,0.28289,0.76958,0.43745,0.28647,0.82058,0.55868,-1
0.33333,0.17276,0.022187,0.3625,0.24528,0.034747,0.37705,0.31309,0.039811,0.31667,0.40696,0.049731,0.27863,0.4736,0.059185,0.26389,0.50365,0.060239,0.2605,0.47719,0.053046,0.26316,0.43329,0.039249,0.2626,0.36968,0.036885,-1
0.33333,0.12403,0.005499,0.3125,0.16721,0.010477,0.31967,0.19824,0.012489,0.28333,0.27947,0.032926,0.24046,0.37988,0.07868,0.21944,0.45093,0.11153,0.22059,0.45669,0.12702,0.21382,0.44992,0.12736,0.20955,0.40048,0.13534,-1
0.29167,0.31791,0.03119,0.475,0.41308,0.047617,0.57377,0.41404,0.063884,0.55556,0.49144,0.084352,0.47328,0.54689,0.13601,0.39444,0.5613,0.15648,0.33824,0.54044,0.13485,0.30428,0.51399,0.13535,0.28382,0.46421,0.13825,-1
0,0.14361,0.071102,0,0.27071,0.091456,0,0.35031,0.088955,0.011111,0.41953,0.079424,0.022901,0.43191,0.068621,0.044444,0.4409,0.062074,0.071429,0.41065,0.054047,0.088816,0.35517,0.043427,0.11406,0.28788,0.035934,-1
0.25,0.35121,0.10004,0.35,0.52009,0.087763,0.54098,0.56242,0.093778,0.63333,0.56352,0.10817,0.58779,0.56721,0.10257,0.52778,0.55396,0.10687,0.5042,0.5185,0.098554,0.49342,0.49007,0.09145,0.48541,0.43497,0.097866,1
0,0.17133,0.019277,0,0.31633,0.030988,0.11475,0.37272,0.035696,0.15556,0.40375,0.042672,0.15267,0.44404,0.05864,0.13333,0.46954,0.066831,0.11765,0.45088,0.068543,0.10033,0.43386,0.082291,0.099469,0.48155,0.15252,-1
0,0.14376,0.012439,0,0.25228,0.046817,0.016393,0.30348,0.072034,0.044444,0.34627,0.07409,0.083969,0.36684,0.068386,0.10556,0.3782,0.066907,0.10924,0.37577,0.071797,0.10526,0.38821,0.073665,0.10875,0.39089,0.093424,-1
0.020833,0.30627,0.12982,0.1,0.46782,0.19284,0.27049,0.51856,0.20469,0.37222,0.53084,0.19408,0.39313,0.56944,0.17673,0.375,0.60999,0.16809,0.32983,0.60062,0.14413,0.30757,0.57879,0.12528,0.29973,0.50353,0.13304,-1
0.29167,0.27311,0.050706,0.475,0.26909,0.052779,0.55738,0.27556,0.058267,0.6,0.33686,0.067979,0.61069,0.3916,0.072989,0.62222,0.40018,0.07577,0.61765,0.37638,0.073267,0.58882,0.35372,0.077429,0.53581,0.32927,0.096775,1
0.16667,0.57596,0.16506,0.4,0.65252,0.13007,0.59016,0.61004,0.14774,0.7,0.58384,0.16044,0.70992,0.5359,0.16419,0.70556,0.50579,0.15985,0.69748,0.4381,0.13475,0.68092,0.40495,0.12843,0.65915,0.37248,0.13757,1
0.54167,0.1946,0.037947,0.625,0.2957,0.043266,0.78689,0.35993,0.067895,0.85556,0.3543,0.059902,0.83206,0.40693,0.10681,0.82778,0.45978,0.23521,0.83403,0.44415,0.23103,0.83388,0.39765,0.1984,0.83289,0.35435,0.21833,1
0,0.25052,0.041364,0,0.28639,0.028226,0,0.29127,0.037365,0,0.32542,0.040723,0,0.33019,0.039951,0,0.30556,0.0422,0,0.26504,0.033934,0,0.18636,0.026927,0,0.11058,0.021717,1
0.33333,0.60024,0.3382,0.35,0.78513,0.29376,0.36885,0.8577,0.32173,0.35556,0.88176,0.33933,0.32443,0.86588,0.31532,0.31389,0.83137,0.34509,0.31513,0.7983,0.33434,0.28618,0.82215,0.30955,0.25729,0.77815,0.34459,-1
0.39583,0.097094,0.003862,0.375,0.17633,0.016831,0.30328,0.33495,0.079889,0.23333,0.51995,0.14282,0.21374,0.60279,0.13733,0.18611,0.5921,0.12798,0.17647,0.57474,0.13793,0.19243,0.56686,0.12914,0.20557,0.51927,0.1399,-1
0,0.054354,0.003409,0,0.090866,0.006061,0.032787,0.1338,0.010269,0.088889,0.1584,0.010025,0.083969,0.21229,0.023516,0.061111,0.27953,0.06039,0.046218,0.30224,0.082451,0.037829,0.27889,0.074006,0.037135,0.22323,0.069264,-1
0.47917,0.15624,0.006237,0.425,0.27103,0.038198,0.36885,0.35486,0.097209,0.31667,0.42038,0.12355,0.27099,0.43306,0.10444,0.24722,0.40426,0.093551,0.2584,0.37213,0.087844,0.26809,0.33892,0.085049,0.28515,0.30519,0.099567,-1
0,0.14235,0.010431,0,0.20297,0.017545,0,0.26277,0.060335,0.044444,0.32973,0.061777,0.068702,0.36096,0.062106,0.088889,0.39659,0.066539,0.10504,0.415,0.091638,0.13816,0.42291,0.08739,0.15119,0.39331,0.090622,-1
0.25,0.50646,0.075647,0.325,0.4563,0.1262,0.31148,0.49012,0.1347,0.28889,0.55015,0.16179,0.29771,0.55348,0.16444,0.29167,0.55264,0.16181,0.29412,0.53703,0.14232,0.30592,0.51908,0.13425,0.31963,0.4798,0.14398,-1
0.33333,0.32961,0.055118,0.3875,0.508,0.10342,0.41803,0.5298,0.1632,0.43889,0.52182,0.20057,0.4313,0.53887,0.21267,0.42222,0.5819,0.20747,0.41597,0.59295,0.18819,0.40789,0.64178,0.17102,0.37666,0.67772,0.24611,-1
0.083333,0.40149,0.032824,0.25,0.4534,0.075817,0.36066,0.45407,0.098119,0.40556,0.4804,0.11889,0.3855,0.48467,0.12263,0.36667,0.46458,0.13121,0.35714,0.42111,0.12152,0.34539,0.37242,0.10627,0.31432,0.31889,0.11932,-1
0.375,0.35432,0.063201,0.525,0.46191,0.0693,0.68852,0.53895,0.085077,0.75556,0.58535,0.11301,0.70992,0.61805,0.13281,0.68333,0.62384,0.14893,0.68067,0.61875,0.17807,0.69408,0.60781,0.17595,0.70292,0.53779,0.19249,1
0,0.23048,0.012653,0,0.35424,0.019407,0.04918,0.39414,0.045696,0.1,0.48484,0.079918,0.1374,0.54655,0.08846,0.19444,0.56679,0.094322,0.2479,0.52499,0.084951,0.27303,0.48476,0.078261,0.29443,0.42794,0.085304,1
0.041667,0.11406,0.005031,0.075,0.12818,0.004979,0.10656,0.17188,0.010488,0.15556,0.22407,0.031804,0.21756,0.25449,0.030732,0.275,0.27738,0.02799,0.29412,0.26554,0.037593,0.27961,0.26131,0.073681,0.25199,0.28079,0.11881,-1
0.27083,0.24563,0.038749,0.25,0.41571,0.068526,0.22131,0.51907,0.12164,0.25556,0.58064,0.13803,0.27481,0.55617,0.13558,0.28611,0.50752,0.13666,0.27731,0.43639,0.11998,0.26151,0.36468,0.10301,0.24801,0.29426,0.10097,-1
0.20833,0.22085,0.025291,0.55,0.29545,0.036241,0.68852,0.32304,0.039493,0.7,0.37128,0.052678,0.65649,0.4072,0.052072,0.61111,0.39794,0.054884,0.59664,0.35972,0.051673,0.56743,0.32542,0.039454,0.53979,0.28125,0.041201,1
0.39583,0.13191,0.005671,0.4125,0.18499,0.013089,0.43443,0.22801,0.036649,0.42778,0.30908,0.0828,0.3855,0.38763,0.10965,0.35833,0.43728,0.14186,0.33824,0.42748,0.1362,0.33224,0.39148,0.12029,0.32891,0.33522,0.11332,-1
0.16667,0.20384,0.01678,0.1625,0.32161,0.029183,0.13934,0.45625,0.085498,0.14444,0.52722,0.086386,0.16031,0.5422,0.089492,0.18333,0.53736,0.090289,0.18487,0.51768,0.081275,0.1727,0.53309,0.10181,0.1618,0.48694,0.13978,-1
0.70833,0.25638,0.12346,0.85,0.32136,0.11024,0.95082,0.33326,0.11533,1,0.36706,0.11414,1,0.38158,0.11015,0.98333,0.38449,0.12432,0.95798,0.35317,0.12545,0.91776,0.31535,0.12022,0.87003,0.2844,0.13801,1
0.0625,0.043368,0.00259,0.1375,0.089094,0.004098,0.2377,0.13648,0.0079,0.32778,0.22518,0.027259,0.38168,0.28092,0.035179,0.41944,0.28252,0.036462,0.43277,0.29353,0.060028,0.39967,0.32542,0.085979,0.36207,0.34023,0.11279,-1
0.20833,0.11401,0.020003,0.1875,0.19385,0.024184,0.14754,0.26788,0.050618,0.11667,0.40515,0.11438,0.12977,0.48175,0.1229,0.19167,0.47453,0.11727,0.23109,0.41648,0.10091,0.22368,0.37006,0.088273,0.21751,0.32455,0.090823,-1
0.45833,0.50307,0.10831,0.5625,0.52609,0.1371,0.61475,0.51198,0.16695,0.60556,0.59843,0.18921,0.5,0.70665,0.2682,0.375,0.73841,0.34316,0.29622,0.69674,0.28344,0.25164,0.71553,0.27771,0.26393,0.72222,0.35064,-1
